GeoBg2010,_NAME_,_LABEL_,births_age_group_1,agegroup_1,agegroup_2,agegroup_3,agegroup_4
"DC Tract 18.04, block group 1",Births_total,Total births,30,3,1,16,1
"DC Tract 18.04, block group 2",Births_total,Total births,40,5,17,28,1
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,4,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,3,2
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,1,15,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,3,1,12,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,1,1,8,3
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,6,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,4,3,9,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,1,1,6,0
"DC Tract 18.04, block group 2",Births_total,Total births,40,0,0,0,0
"DC Tract 18.04, block group 3",Births_total,Total births,82,1,2,10,2
"DC Tract 18.04, block group 3",Births_total,Total births,82,6,1,22,2
"DC Tract 18.04, block group 3",Births_total,Total births,82,9,24,72,0
"DC Tract 18.04, block group 3",Births_total,Total births,82,0,2,3,0
"DC Tract 18.04, block group 3",Births_total,Total births,82,5,13,31,1
"DC Tract 18.04, block group 3",Births_total,Total births,82,4,7,34,5
"DC Tract 18.04, block group 3",Births_total,Total births,82,0,0,4,0
"DC Tract 18.04, block group 3",Births_total,Total births,82,0,0,0,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,1,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,0,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,2,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,2,0,2,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,1,0,5,3
"DC Tract 19.01, block group 1",Births_total,Total births,20,2,3,3,1
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,0,1
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,4,1
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,1,6,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,0,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,0,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,2,0
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,9,1
"DC Tract 19.01, block group 1",Births_total,Total births,20,0,0,0,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,1,0,12,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,1,1,6,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,1,0,4,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,3,4,11,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,0,0,0,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,0,0,0,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,0,0,5,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,0,0,8,1
"DC Tract 19.01, block group 2",Births_total,Total births,23,1,1,13,2
"DC Tract 19.01, block group 2",Births_total,Total births,23,0,2,3,1
"DC Tract 19.01, block group 2",Births_total,Total births,23,1,1,3,0
"DC Tract 19.01, block group 2",Births_total,Total births,23,0,0,0,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,4,2,14,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,1,0,4,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,0,0,0,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,1,0,5,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,0,0,3,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,3,0,2,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,3,4,16,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,1,1,8,1
"DC Tract 19.01, block group 3",Births_total,Total births,34,1,6,17,1
"DC Tract 19.01, block group 3",Births_total,Total births,34,0,1,10,1
"DC Tract 19.01, block group 3",Births_total,Total births,34,0,2,9,1
"DC Tract 19.01, block group 3",Births_total,Total births,34,0,0,1,0
"DC Tract 19.01, block group 3",Births_total,Total births,34,1,2,13,1
"DC Tract 19.01, block group 4",Births_total,Total births,16,2,0,4,1
"DC Tract 19.01, block group 4",Births_total,Total births,16,2,0,15,2
"DC Tract 19.01, block group 4",Births_total,Total births,16,1,0,10,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,4,1,8,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,1,1,12,4
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,0,0,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,0,0,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,0,0,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,2,0,11,1
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,0,4,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,0,5,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,3,1,11,1
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,1,2,0
"DC Tract 19.01, block group 4",Births_total,Total births,16,4,0,16,2
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,0,6,1
"DC Tract 19.01, block group 4",Births_total,Total births,16,0,0,9,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,2,3,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,6,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,1,0,12,1
"DC Tract 19.02, block group 1",Births_total,Total births,31,1,0,11,2
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,3,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,0,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,3,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,1,3,12,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,0,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,3,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,0,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,4,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,5,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,0,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,2,1
"DC Tract 19.02, block group 1",Births_total,Total births,31,1,8,14,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,9,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,4,2
"DC Tract 19.02, block group 1",Births_total,Total births,31,0,0,3,0
"DC Tract 19.02, block group 1",Births_total,Total births,31,1,0,5,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,2,2
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,10,1
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,1,1,5,2
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,7,2
"DC Tract 19.02, block group 2",Births_total,Total births,17,1,1,4,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,1,6,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,2,3,10,3
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,1,0,7,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,2,0,7,1
"DC Tract 19.02, block group 2",Births_total,Total births,17,2,1,9,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,1,1,8,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,10,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 19.02, block group 2",Births_total,Total births,17,0,0,0,0
"DC Tract 20.01, block group 1",Births_total,Total births,50,6,2,15,0
"DC Tract 20.01, block group 1",Births_total,Total births,50,8,16,55,5
"DC Tract 20.01, block group 1",Births_total,Total births,50,1,3,9,0
"DC Tract 20.01, block group 1",Births_total,Total births,50,0,0,0,0
"DC Tract 20.01, block group 1",Births_total,Total births,50,0,0,32,0
"DC Tract 20.01, block group 1",Births_total,Total births,50,0,0,0,0
"DC Tract 20.01, block group 1",Births_total,Total births,50,5,1,11,2
"DC Tract 20.01, block group 1",Births_total,Total births,50,3,2,24,3
"DC Tract 20.01, block group 1",Births_total,Total births,50,0,0,0,0
"DC Tract 20.01, block group 2",Births_total,Total births,13,1,1,2,0
"DC Tract 20.01, block group 2",Births_total,Total births,13,0,0,43,12
"DC Tract 20.01, block group 2",Births_total,Total births,13,0,0,0,0
"DC Tract 20.01, block group 2",Births_total,Total births,13,0,0,0,0
"DC Tract 20.01, block group 2",Births_total,Total births,13,1,1,10,5
"DC Tract 20.01, block group 2",Births_total,Total births,13,2,5,19,3
"DC Tract 20.01, block group 2",Births_total,Total births,13,0,0,0,0
"DC Tract 20.01, block group 2",Births_total,Total births,13,0,0,1,1
"DC Tract 20.01, block group 2",Births_total,Total births,13,3,0,15,6
"DC Tract 20.01, block group 2",Births_total,Total births,13,0,0,0,0
"DC Tract 20.01, block group 2",Births_total,Total births,13,9,10,81,14
"DC Tract 20.01, block group 2",Births_total,Total births,13,1,2,24,2
"DC Tract 20.01, block group 2",Births_total,Total births,13,1,4,23,0
"DC Tract 20.01, block group 2",Births_total,Total births,13,2,2,22,4
"DC Tract 20.01, block group 2",Births_total,Total births,13,2,1,53,7
"DC Tract 20.01, block group 2",Births_total,Total births,13,0,0,0,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,8,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,13,3
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,3,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,1,2
"DC Tract 20.02, block group 1",Births_total,Total births,17,1,1,5,2
"DC Tract 20.02, block group 1",Births_total,Total births,17,1,3,8,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,2,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,4,1
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,3,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,1,1
"DC Tract 20.02, block group 1",Births_total,Total births,17,4,2,8,1
"DC Tract 20.02, block group 1",Births_total,Total births,17,2,2,10,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,2,0,22,3
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,11,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,1,0,21,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,2,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,1,0,5,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,5,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,8,6,16,2
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,4,1
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,2,1
"DC Tract 20.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,2,1,12,0
"DC Tract 20.02, block group 1",Births_total,Total births,17,2,1,12,1
"DC Tract 20.02, block group 2",Births_total,Total births,46,5,2,35,1
"DC Tract 20.02, block group 2",Births_total,Total births,46,2,0,22,1
"DC Tract 20.02, block group 2",Births_total,Total births,46,2,2,14,1
"DC Tract 20.02, block group 2",Births_total,Total births,46,8,12,35,1
"DC Tract 20.02, block group 2",Births_total,Total births,46,5,1,6,3
"DC Tract 20.02, block group 2",Births_total,Total births,46,8,13,53,9
"DC Tract 20.02, block group 3",Births_total,Total births,33,1,1,10,3
"DC Tract 20.02, block group 3",Births_total,Total births,33,1,4,22,0
"DC Tract 20.02, block group 3",Births_total,Total births,33,3,4,35,0
"DC Tract 20.02, block group 3",Births_total,Total births,33,0,0,2,0
"DC Tract 20.02, block group 3",Births_total,Total births,33,1,9,24,5
"DC Tract 20.02, block group 3",Births_total,Total births,33,1,5,30,2
"DC Tract 20.02, block group 3",Births_total,Total births,33,5,2,25,2
"DC Tract 20.02, block group 3",Births_total,Total births,33,0,0,10,0
"DC Tract 20.02, block group 3",Births_total,Total births,33,1,4,29,0
"DC Tract 20.02, block group 3",Births_total,Total births,33,1,0,12,0
"DC Tract 20.02, block group 3",Births_total,Total births,33,0,3,18,3
"DC Tract 20.02, block group 3",Births_total,Total births,33,1,1,6,0
"DC Tract 20.02, block group 3",Births_total,Total births,33,2,4,8,1
"DC Tract 20.02, block group 3",Births_total,Total births,33,0,0,0,0
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,0,0
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,0,0
"DC Tract 21.01, block group 1",Births_total,Total births,28,2,6,21,1
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,2,0
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,7,1
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,0,0
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,0,0
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,4,1
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,0,2,1
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,4,9,5
"DC Tract 21.01, block group 1",Births_total,Total births,28,5,3,21,2
"DC Tract 21.01, block group 1",Births_total,Total births,28,0,1,6,0
"DC Tract 21.01, block group 1",Births_total,Total births,28,1,0,19,2
"DC Tract 21.01, block group 2",Births_total,Total births,32,0,1,27,0
"DC Tract 21.01, block group 2",Births_total,Total births,32,3,6,33,0
"DC Tract 21.01, block group 2",Births_total,Total births,32,1,9,19,1
"DC Tract 21.01, block group 2",Births_total,Total births,32,8,9,60,1
"DC Tract 21.01, block group 3",Births_total,Total births,36,0,2,14,1
"DC Tract 21.01, block group 3",Births_total,Total births,36,0,0,18,0
"DC Tract 21.01, block group 3",Births_total,Total births,36,2,2,21,0
"DC Tract 21.01, block group 3",Births_total,Total births,36,5,8,21,1
"DC Tract 21.01, block group 3",Births_total,Total births,36,4,5,35,0
"DC Tract 21.01, block group 3",Births_total,Total births,36,6,3,24,4
"DC Tract 21.01, block group 4",Births_total,Total births,20,1,3,18,1
"DC Tract 21.01, block group 4",Births_total,Total births,20,0,0,2,0
"DC Tract 21.01, block group 4",Births_total,Total births,20,1,0,11,0
"DC Tract 21.01, block group 4",Births_total,Total births,20,0,2,15,0
"DC Tract 21.01, block group 4",Births_total,Total births,20,0,0,0,0
"DC Tract 21.01, block group 4",Births_total,Total births,20,0,0,0,0
"DC Tract 21.01, block group 4",Births_total,Total births,20,2,3,21,1
"DC Tract 21.01, block group 4",Births_total,Total births,20,0,0,0,0
"DC Tract 21.01, block group 4",Births_total,Total births,20,0,0,0,0
"DC Tract 21.01, block group 4",Births_total,Total births,20,4,7,10,0
"DC Tract 21.01, block group 5",Births_total,Total births,23,3,3,11,0
"DC Tract 21.01, block group 5",Births_total,Total births,23,0,0,9,1
"DC Tract 21.01, block group 5",Births_total,Total births,23,0,0,0,0
"DC Tract 21.01, block group 5",Births_total,Total births,23,0,0,0,0
"DC Tract 21.01, block group 5",Births_total,Total births,23,1,0,19,0
"DC Tract 21.01, block group 5",Births_total,Total births,23,4,9,33,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,6,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,7,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,5,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,12,1
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,1,0,5,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,3,1
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,1,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,1,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,2,0
"DC Tract 21.02, block group 1",Births_total,Total births,17,0,0,0,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,1,1,17,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,0,0,0,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,0,0,0,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,0,0,0,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,0,0,1,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,0,0,0,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,0,0,1,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,0,0,0,0
"DC Tract 21.02, block group 2",Births_total,Total births,14,1,0,12,1
"DC Tract 21.02, block group 2",Births_total,Total births,14,2,1,25,2
"DC Tract 21.02, block group 3",Births_total,Total births,26,1,1,11,3
"DC Tract 21.02, block group 3",Births_total,Total births,26,0,0,0,0
"DC Tract 21.02, block group 3",Births_total,Total births,26,0,0,0,0
"DC Tract 21.02, block group 3",Births_total,Total births,26,0,1,7,1
"DC Tract 21.02, block group 3",Births_total,Total births,26,0,0,6,1
"DC Tract 21.02, block group 3",Births_total,Total births,26,1,3,5,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,0,2,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,0,1,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,0,0,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,1,0,7,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,0,0,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,0,1,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,0,0,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,1,14,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,0,0,0
"DC Tract 21.02, block group 4",Births_total,Total births,16,0,10,18,2
"DC Tract 21.02, block group 5",Births_total,Total births,12,2,4,14,3
"DC Tract 21.02, block group 5",Births_total,Total births,12,1,0,3,0
"DC Tract 21.02, block group 5",Births_total,Total births,12,2,1,10,0
"DC Tract 21.02, block group 5",Births_total,Total births,12,0,0,7,1
"DC Tract 21.02, block group 5",Births_total,Total births,12,1,1,17,7
"DC Tract 21.02, block group 5",Births_total,Total births,12,0,0,11,2
"DC Tract 21.02, block group 6",Births_total,Total births,27,0,0,0,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,0,0,0,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,0,0,5,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,1,3,21,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,2,14,17,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,1,0,5,1
"DC Tract 21.02, block group 6",Births_total,Total births,27,1,0,5,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,0,0,0,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,0,0,3,0
"DC Tract 21.02, block group 6",Births_total,Total births,27,2,2,18,2
"DC Tract 22.01, block group 1",Births_total,Total births,18,4,0,31,0
"DC Tract 22.01, block group 1",Births_total,Total births,18,2,3,13,2
"DC Tract 22.01, block group 1",Births_total,Total births,18,0,0,2,1
"DC Tract 22.01, block group 1",Births_total,Total births,18,0,3,5,0
"DC Tract 22.01, block group 1",Births_total,Total births,18,3,0,17,0
"DC Tract 22.01, block group 1",Births_total,Total births,18,0,0,0,0
"DC Tract 22.01, block group 1",Births_total,Total births,18,3,2,21,0
"DC Tract 22.01, block group 1",Births_total,Total births,18,0,0,11,1
"DC Tract 22.01, block group 1",Births_total,Total births,18,2,2,13,0
"DC Tract 22.01, block group 1",Births_total,Total births,18,3,3,14,2
"DC Tract 22.01, block group 1",Births_total,Total births,18,0,1,2,0
"DC Tract 22.01, block group 1",Births_total,Total births,18,1,0,4,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,3,2,13,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,0,0,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,0,0,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,4,14,1
"DC Tract 22.01, block group 2",Births_total,Total births,27,2,7,31,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,1,12,2
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,0,2,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,1,2,10,1
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,1,19,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,1,0,26,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,2,0,7,2
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,0,0,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,0,0,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,0,0,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,0,0,0,0
"DC Tract 22.01, block group 2",Births_total,Total births,27,3,4,24,0
"DC Tract 22.01, block group 3",Births_total,Total births,11,1,0,4,0
"DC Tract 22.01, block group 3",Births_total,Total births,11,2,0,8,1
"DC Tract 22.01, block group 3",Births_total,Total births,11,1,1,13,2
"DC Tract 22.01, block group 3",Births_total,Total births,11,2,2,3,1
"DC Tract 22.01, block group 3",Births_total,Total births,11,3,1,11,1
"DC Tract 22.01, block group 3",Births_total,Total births,11,0,0,0,0
"DC Tract 22.01, block group 3",Births_total,Total births,11,0,0,7,0
"DC Tract 22.01, block group 3",Births_total,Total births,11,0,0,0,0
"DC Tract 22.02, block group 1",Births_total,Total births,50,0,0,11,0
"DC Tract 22.02, block group 1",Births_total,Total births,50,8,7,49,2
"DC Tract 22.02, block group 1",Births_total,Total births,50,0,2,6,0
"DC Tract 22.02, block group 1",Births_total,Total births,50,6,4,15,2
"DC Tract 22.02, block group 1",Births_total,Total births,50,1,0,7,0
"DC Tract 22.02, block group 1",Births_total,Total births,50,0,0,2,0
"DC Tract 22.02, block group 1",Births_total,Total births,50,0,1,15,0
"DC Tract 22.02, block group 1",Births_total,Total births,50,0,2,3,0
"DC Tract 22.02, block group 1",Births_total,Total births,50,2,0,19,3
"DC Tract 22.02, block group 2",Births_total,Total births,22,1,1,5,0
"DC Tract 22.02, block group 2",Births_total,Total births,22,0,0,7,0
"DC Tract 22.02, block group 2",Births_total,Total births,22,0,0,0,0
"DC Tract 22.02, block group 2",Births_total,Total births,22,0,0,6,3
"DC Tract 22.02, block group 2",Births_total,Total births,22,1,3,3,0
"DC Tract 22.02, block group 2",Births_total,Total births,22,0,0,0,0
"DC Tract 22.02, block group 2",Births_total,Total births,22,2,3,13,0
"DC Tract 22.02, block group 2",Births_total,Total births,22,1,0,1,0
"DC Tract 22.02, block group 3",Births_total,Total births,19,0,0,7,2
"DC Tract 22.02, block group 3",Births_total,Total births,19,0,0,1,0
"DC Tract 22.02, block group 3",Births_total,Total births,19,0,0,1,0
"DC Tract 22.02, block group 3",Births_total,Total births,19,0,0,0,0
"DC Tract 22.02, block group 3",Births_total,Total births,19,2,1,14,0
"DC Tract 22.02, block group 3",Births_total,Total births,19,0,0,13,0
"DC Tract 22.02, block group 3",Births_total,Total births,19,0,2,7,0
"DC Tract 22.02, block group 3",Births_total,Total births,19,1,2,15,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,1,13,1
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,0,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,1,2
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,8,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,6,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,9,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,1,0,16,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,4,1
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,0,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,12,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,1,0,16,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,2,0,5,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,1,0,13,1
"DC Tract 23.01, block group 1",Births_total,Total births,22,2,2,36,3
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,0,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,0,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,0,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,2,0,34,0
"DC Tract 23.01, block group 1",Births_total,Total births,22,0,0,0,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,2,3,21,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,0,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,4,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,4,1,8,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,0,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,1,0,11,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,1,0,11,3
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,16,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,9,1
"DC Tract 23.01, block group 2",Births_total,Total births,43,1,0,10,1
"DC Tract 23.01, block group 2",Births_total,Total births,43,4,2,23,1
"DC Tract 23.01, block group 2",Births_total,Total births,43,1,3,36,2
"DC Tract 23.01, block group 2",Births_total,Total births,43,10,1,25,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,9,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,5,1,14,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,2,11,1
"DC Tract 23.01, block group 2",Births_total,Total births,43,1,3,18,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,0,0
"DC Tract 23.01, block group 2",Births_total,Total births,43,0,0,0,0
"DC Tract 23.02, block group 1",Births_total,Total births,11,0,0,0,0
"DC Tract 23.02, block group 1",Births_total,Total births,11,0,0,0,0
"DC Tract 23.02, block group 1",Births_total,Total births,11,3,3,23,695
"DC Tract 23.02, block group 1",Births_total,Total births,11,0,0,0,0
"DC Tract 23.02, block group 1",Births_total,Total births,11,0,0,2,8
"DC Tract 23.02, block group 1",Births_total,Total births,11,0,0,0,0
"DC Tract 23.02, block group 1",Births_total,Total births,11,0,0,0,0
"DC Tract 23.02, block group 1",Births_total,Total births,11,0,0,0,5
